y_pred_svm,y_pred_nb,y_test_svm,y_test_nb
worry,worry,sadness,happiness
worry,love,worry,love
neutral,worry,neutral,neutral
neutral,worry,neutral,sadness
neutral,neutral,neutral,love
neutral,neutral,relief,neutral
worry,neutral,worry,worry
sadness,neutral,hate,worry
happiness,worry,happiness,worry
neutral,worry,hate,sadness
worry,love,happiness,love
worry,worry,worry,sadness
neutral,neutral,worry,surprise
happiness,neutral,neutral,neutral
happiness,worry,worry,surprise
happiness,worry,love,sadness
neutral,happiness,enthusiasm,happiness
worry,worry,surprise,hate
neutral,happiness,neutral,fun
worry,worry,happiness,hate
neutral,happiness,worry,love
happiness,neutral,happiness,sadness
neutral,worry,sadness,hate
worry,worry,worry,surprise
neutral,happiness,surprise,neutral
happiness,neutral,happiness,neutral
worry,worry,enthusiasm,sadness
neutral,worry,happiness,neutral
happiness,worry,fun,love
worry,love,worry,neutral
neutral,happiness,neutral,neutral
neutral,neutral,worry,boredom
happiness,neutral,neutral,worry
worry,worry,surprise,sadness
happiness,happiness,happiness,happiness
worry,worry,relief,worry
neutral,neutral,sadness,sadness
neutral,sadness,worry,happiness
neutral,neutral,happiness,worry
neutral,neutral,happiness,love
worry,neutral,sadness,love
neutral,neutral,sadness,neutral
worry,neutral,sadness,neutral
love,neutral,love,fun
worry,neutral,neutral,surprise
happiness,worry,happiness,sadness
neutral,worry,surprise,worry
sadness,neutral,sadness,relief
worry,happiness,neutral,neutral
love,happiness,happiness,love
neutral,neutral,hate,neutral
neutral,neutral,hate,worry
worry,neutral,neutral,sadness
love,neutral,happiness,happiness
neutral,happiness,surprise,sadness
neutral,happiness,sadness,fun
worry,worry,worry,neutral
worry,neutral,worry,neutral
neutral,worry,neutral,worry
worry,neutral,worry,neutral
worry,neutral,relief,neutral
happiness,worry,surprise,worry
worry,worry,neutral,sadness
worry,worry,neutral,worry
happiness,sadness,worry,hate
worry,neutral,worry,empty
neutral,worry,surprise,neutral
worry,worry,fun,neutral
neutral,worry,sadness,sadness
neutral,neutral,worry,happiness
worry,happiness,worry,love
worry,worry,worry,neutral
sadness,worry,fun,sadness
relief,neutral,happiness,neutral
happiness,neutral,fun,sadness
neutral,neutral,worry,neutral
happiness,worry,fun,happiness
neutral,neutral,surprise,neutral
happiness,neutral,happiness,neutral
happiness,worry,fun,worry
worry,happiness,worry,love
worry,neutral,worry,love
love,neutral,happiness,enthusiasm
hate,neutral,neutral,neutral
neutral,worry,neutral,worry
neutral,neutral,enthusiasm,neutral
neutral,worry,happiness,worry
happiness,neutral,worry,neutral
worry,neutral,neutral,worry
neutral,neutral,empty,worry
happiness,worry,neutral,surprise
neutral,neutral,love,worry
worry,worry,fun,anger
worry,worry,sadness,worry
worry,worry,sadness,sadness
sadness,happiness,worry,anger
worry,neutral,neutral,love
worry,worry,sadness,sadness
worry,worry,love,sadness
worry,neutral,worry,worry
worry,neutral,happiness,sadness
happiness,worry,love,happiness
neutral,worry,worry,hate
worry,happiness,sadness,sadness
love,neutral,worry,empty
sadness,neutral,worry,worry
neutral,love,enthusiasm,love
worry,worry,happiness,hate
happiness,neutral,neutral,worry
neutral,neutral,fun,hate
neutral,love,sadness,love
worry,neutral,sadness,neutral
sadness,neutral,neutral,love
worry,neutral,neutral,relief
worry,worry,love,neutral
worry,neutral,hate,happiness
neutral,neutral,neutral,love
happiness,neutral,fun,empty
worry,neutral,sadness,neutral
happiness,happiness,sadness,happiness
worry,worry,neutral,surprise
neutral,neutral,surprise,neutral
worry,neutral,happiness,love
neutral,sadness,neutral,neutral
neutral,sadness,surprise,sadness
love,worry,love,neutral
happiness,worry,worry,worry
happiness,worry,worry,empty
neutral,neutral,neutral,love
worry,neutral,sadness,happiness
neutral,worry,happiness,empty
neutral,neutral,neutral,neutral
neutral,worry,worry,sadness
neutral,neutral,surprise,love
neutral,worry,neutral,enthusiasm
neutral,neutral,neutral,worry
worry,neutral,neutral,surprise
neutral,worry,worry,surprise
neutral,love,neutral,love
worry,neutral,neutral,fun
happiness,worry,relief,neutral
neutral,love,sadness,happiness
neutral,worry,neutral,worry
hate,worry,hate,sadness
happiness,neutral,happiness,neutral
worry,worry,worry,enthusiasm
neutral,love,sadness,happiness
worry,worry,worry,enthusiasm
happiness,worry,fun,worry
neutral,neutral,love,neutral
relief,love,relief,love
worry,neutral,sadness,sadness
happiness,worry,relief,happiness
happiness,neutral,neutral,neutral
happiness,neutral,happiness,worry
worry,worry,neutral,sadness
happiness,worry,fun,happiness
love,worry,surprise,sadness
sadness,neutral,relief,sadness
sadness,worry,worry,worry
worry,neutral,happiness,worry
worry,neutral,relief,empty
neutral,neutral,worry,sadness
love,neutral,worry,neutral
neutral,worry,neutral,neutral
worry,neutral,boredom,fun
love,love,love,relief
neutral,worry,surprise,sadness
love,neutral,love,worry
love,neutral,happiness,hate
sadness,love,worry,fun
neutral,neutral,neutral,worry
worry,neutral,surprise,neutral
worry,neutral,hate,empty
worry,sadness,neutral,sadness
sadness,worry,sadness,worry
happiness,worry,neutral,relief
worry,neutral,worry,surprise
happiness,neutral,relief,happiness
worry,worry,fun,sadness
worry,worry,worry,enthusiasm
neutral,worry,love,happiness
neutral,worry,relief,hate
sadness,neutral,worry,happiness
worry,neutral,sadness,worry
hate,worry,sadness,sadness
worry,love,worry,worry
neutral,neutral,worry,sadness
neutral,neutral,worry,relief
love,neutral,happiness,surprise
neutral,worry,neutral,happiness
happiness,worry,love,worry
happiness,happiness,worry,worry
worry,neutral,sadness,surprise
neutral,neutral,happiness,happiness
worry,sadness,worry,worry
happiness,neutral,love,neutral
happiness,neutral,surprise,neutral
neutral,neutral,surprise,surprise
worry,worry,surprise,neutral
neutral,worry,neutral,neutral
neutral,worry,neutral,neutral
worry,worry,worry,happiness
neutral,worry,worry,sadness
neutral,neutral,sadness,sadness
happiness,worry,relief,empty
neutral,worry,neutral,sadness
worry,neutral,surprise,happiness
sadness,worry,sadness,sadness
neutral,love,relief,love
worry,worry,sadness,neutral
sadness,worry,worry,worry
neutral,neutral,worry,neutral
neutral,worry,anger,surprise
neutral,neutral,surprise,neutral
worry,worry,neutral,worry
sadness,love,fun,love
worry,neutral,neutral,worry
neutral,neutral,neutral,happiness
happiness,love,happiness,happiness
happiness,happiness,happiness,fun
worry,neutral,worry,neutral
happiness,worry,worry,worry
worry,neutral,relief,neutral
worry,neutral,worry,neutral
love,worry,love,worry
neutral,worry,neutral,worry
sadness,worry,neutral,fun
neutral,worry,happiness,surprise
sadness,worry,worry,sadness
neutral,neutral,happiness,neutral
worry,neutral,surprise,neutral
worry,worry,sadness,sadness
worry,happiness,neutral,neutral
worry,happiness,sadness,worry
worry,worry,worry,relief
worry,worry,worry,worry
worry,neutral,relief,surprise
neutral,neutral,relief,surprise
sadness,worry,empty,neutral
happiness,worry,happiness,worry
neutral,worry,neutral,empty
happiness,worry,happiness,neutral
neutral,worry,worry,worry
worry,worry,worry,worry
hate,worry,neutral,worry
sadness,worry,sadness,relief
worry,neutral,happiness,love
worry,worry,happiness,sadness
neutral,neutral,surprise,neutral
worry,neutral,worry,surprise
neutral,neutral,sadness,fun
neutral,happiness,love,happiness
neutral,happiness,neutral,love
worry,neutral,worry,neutral
neutral,neutral,happiness,happiness
sadness,neutral,sadness,love
happiness,neutral,worry,neutral
worry,worry,worry,sadness
happiness,worry,happiness,neutral
worry,neutral,worry,hate
worry,love,worry,love
worry,neutral,worry,worry
love,happiness,sadness,happiness
sadness,worry,sadness,neutral
worry,worry,worry,hate
worry,worry,fun,enthusiasm
worry,neutral,neutral,neutral
neutral,worry,worry,relief
neutral,happiness,sadness,happiness
happiness,worry,worry,neutral
neutral,sadness,worry,love
worry,worry,worry,worry
neutral,worry,neutral,worry
worry,love,neutral,love
neutral,sadness,surprise,worry
worry,neutral,hate,neutral
worry,sadness,sadness,worry
worry,worry,neutral,sadness
worry,neutral,happiness,happiness
worry,worry,neutral,sadness
neutral,neutral,neutral,worry
neutral,neutral,sadness,neutral
worry,love,worry,love
love,worry,love,worry
love,sadness,happiness,sadness
neutral,neutral,happiness,neutral
happiness,worry,surprise,happiness
worry,neutral,worry,neutral
sadness,neutral,worry,neutral
love,happiness,love,worry
worry,neutral,sadness,worry
neutral,neutral,fun,neutral
worry,neutral,happiness,worry
worry,neutral,hate,happiness
worry,worry,hate,sadness
sadness,love,sadness,worry
happiness,happiness,happiness,happiness
worry,neutral,worry,love
worry,worry,worry,worry
sadness,worry,neutral,worry
neutral,worry,neutral,surprise
happiness,love,relief,happiness
neutral,neutral,surprise,neutral
worry,neutral,sadness,love
worry,neutral,worry,enthusiasm
love,happiness,love,enthusiasm
neutral,love,sadness,happiness
neutral,worry,relief,neutral
neutral,neutral,sadness,sadness
happiness,neutral,fun,neutral
fun,worry,neutral,sadness
happiness,worry,happiness,worry
love,happiness,love,relief
worry,neutral,worry,worry
worry,worry,worry,worry
neutral,worry,neutral,hate
neutral,neutral,love,hate
love,happiness,worry,love
happiness,neutral,neutral,neutral
worry,neutral,worry,neutral
happiness,worry,fun,fun
worry,worry,worry,relief
neutral,neutral,hate,neutral
worry,worry,sadness,boredom
worry,neutral,neutral,sadness
neutral,worry,neutral,hate
happiness,love,fun,love
love,happiness,neutral,neutral
love,worry,neutral,sadness
neutral,neutral,happiness,fun
worry,neutral,happiness,neutral
neutral,neutral,love,happiness
worry,worry,empty,neutral
worry,worry,sadness,worry
worry,neutral,worry,neutral
worry,neutral,love,worry
sadness,worry,sadness,love
neutral,happiness,boredom,fun
neutral,worry,neutral,worry
worry,worry,surprise,sadness
worry,neutral,worry,hate
worry,neutral,boredom,sadness
neutral,neutral,love,sadness
surprise,worry,surprise,surprise
worry,worry,worry,worry
neutral,happiness,neutral,happiness
happiness,neutral,happiness,neutral
neutral,worry,love,sadness
love,worry,sadness,sadness
neutral,worry,empty,worry
happiness,worry,happiness,neutral
happiness,love,worry,enthusiasm
worry,happiness,worry,neutral
happiness,happiness,relief,neutral
happiness,neutral,happiness,happiness
neutral,neutral,neutral,relief
worry,neutral,sadness,worry
neutral,worry,neutral,worry
happiness,neutral,neutral,neutral
worry,neutral,worry,hate
worry,neutral,hate,fun
worry,neutral,worry,neutral
neutral,worry,neutral,hate
neutral,neutral,relief,empty
neutral,worry,neutral,sadness
worry,worry,happiness,worry
worry,neutral,neutral,happiness
neutral,neutral,sadness,happiness
love,worry,love,sadness
worry,neutral,sadness,neutral
neutral,sadness,relief,sadness
neutral,worry,empty,worry
neutral,neutral,neutral,surprise
neutral,sadness,sadness,worry
worry,neutral,worry,neutral
worry,happiness,sadness,fun
neutral,neutral,neutral,happiness
worry,neutral,worry,worry
happiness,neutral,neutral,worry
worry,sadness,worry,sadness
worry,worry,neutral,happiness
worry,worry,neutral,worry
happiness,worry,fun,worry
neutral,worry,worry,neutral
love,neutral,love,relief
neutral,neutral,love,worry
neutral,neutral,neutral,neutral
neutral,worry,neutral,neutral
neutral,worry,happiness,worry
happiness,happiness,happiness,relief
sadness,neutral,worry,happiness
happiness,neutral,neutral,fun
neutral,worry,neutral,sadness
worry,neutral,sadness,neutral
worry,neutral,worry,love
worry,neutral,neutral,happiness
worry,happiness,worry,fun
neutral,worry,happiness,hate
neutral,neutral,empty,neutral
sadness,worry,worry,surprise
neutral,love,neutral,love
neutral,neutral,worry,neutral
worry,worry,worry,hate
neutral,worry,surprise,sadness
neutral,happiness,empty,enthusiasm
neutral,worry,love,happiness
hate,neutral,hate,neutral
love,neutral,neutral,sadness
worry,worry,neutral,surprise
worry,worry,neutral,neutral
neutral,worry,neutral,worry
neutral,worry,neutral,worry
happiness,neutral,happiness,sadness
happiness,neutral,happiness,neutral
neutral,worry,worry,sadness
worry,worry,worry,neutral
neutral,love,neutral,love
worry,worry,surprise,happiness
happiness,love,fun,love
happiness,neutral,neutral,neutral
worry,worry,surprise,happiness
worry,neutral,neutral,empty
happiness,worry,happiness,happiness
neutral,neutral,sadness,fun
worry,sadness,hate,sadness
worry,neutral,neutral,worry
neutral,neutral,worry,neutral
happiness,worry,happiness,worry
worry,neutral,worry,neutral
happiness,neutral,fun,hate
sadness,neutral,surprise,love
worry,happiness,sadness,happiness
neutral,sadness,sadness,sadness
sadness,worry,sadness,sadness
neutral,neutral,neutral,worry
worry,neutral,hate,relief
neutral,worry,hate,worry
surprise,neutral,sadness,neutral
neutral,neutral,neutral,happiness
hate,worry,hate,neutral
worry,neutral,relief,happiness
worry,happiness,hate,love
love,neutral,neutral,neutral
happiness,worry,happiness,worry
worry,neutral,surprise,neutral
sadness,happiness,sadness,surprise
neutral,love,surprise,love
worry,neutral,worry,enthusiasm
sadness,sadness,worry,boredom
sadness,worry,surprise,neutral
neutral,love,neutral,love
neutral,worry,neutral,worry
neutral,happiness,worry,neutral
worry,neutral,relief,neutral
worry,worry,happiness,hate
neutral,neutral,neutral,happiness
happiness,love,relief,neutral
neutral,neutral,relief,neutral
neutral,neutral,worry,surprise
worry,worry,sadness,worry
neutral,worry,neutral,worry
neutral,worry,worry,worry
sadness,neutral,sadness,neutral
love,sadness,happiness,sadness
worry,worry,hate,sadness
happiness,sadness,neutral,worry
hate,worry,neutral,sadness
hate,worry,sadness,worry
neutral,worry,love,sadness
worry,neutral,neutral,empty
neutral,worry,happiness,worry
neutral,worry,surprise,relief
neutral,worry,fun,empty
neutral,neutral,love,love
neutral,neutral,empty,neutral
worry,worry,neutral,sadness
happiness,neutral,surprise,sadness
neutral,sadness,worry,sadness
neutral,worry,surprise,love
happiness,worry,relief,happiness
worry,worry,sadness,sadness
neutral,worry,neutral,neutral
neutral,worry,fun,sadness
neutral,worry,sadness,sadness
happiness,worry,love,sadness
worry,neutral,enthusiasm,happiness
neutral,neutral,neutral,relief
love,worry,happiness,love
worry,worry,worry,sadness
worry,worry,fun,worry
worry,worry,sadness,worry
love,sadness,neutral,worry
worry,happiness,worry,happiness
worry,neutral,worry,love
love,neutral,worry,relief
love,neutral,love,worry
worry,neutral,relief,surprise
neutral,happiness,happiness,love
happiness,neutral,fun,worry
neutral,neutral,relief,happiness
neutral,worry,sadness,happiness
happiness,happiness,sadness,love
neutral,neutral,neutral,worry
sadness,worry,sadness,neutral
worry,neutral,love,neutral
sadness,neutral,hate,neutral
neutral,neutral,empty,worry
worry,worry,worry,worry
neutral,love,fun,love
happiness,neutral,happiness,happiness
neutral,neutral,sadness,neutral
neutral,worry,neutral,sadness
worry,happiness,worry,fun
worry,neutral,worry,surprise
neutral,neutral,neutral,anger
neutral,neutral,worry,worry
love,worry,happiness,neutral
happiness,worry,relief,sadness
worry,happiness,sadness,worry
neutral,happiness,neutral,happiness
relief,neutral,surprise,neutral
love,neutral,love,enthusiasm
happiness,neutral,love,enthusiasm
neutral,neutral,happiness,neutral
neutral,worry,neutral,neutral
worry,neutral,sadness,worry
neutral,worry,enthusiasm,sadness
neutral,happiness,worry,happiness
happiness,happiness,happiness,worry
worry,worry,worry,worry
neutral,worry,neutral,boredom
worry,worry,worry,neutral
worry,happiness,worry,neutral
worry,neutral,worry,surprise
neutral,neutral,neutral,neutral
love,love,love,happiness
worry,happiness,worry,fun
worry,worry,worry,neutral
neutral,worry,worry,neutral
sadness,worry,worry,worry
worry,worry,worry,happiness
love,neutral,neutral,happiness
neutral,worry,relief,neutral
happiness,neutral,happiness,neutral
